HV1,IC1,IC5,CARDPROM,NUMPRM12,NGIFTALL,TIMELAG,year,GENDER,HOMEOWNR,DOMAIN_letters,RFA_frequency,RFA_monetary,AVGGIFT
972,325,14923,9,13,2,8.0,36.0,M,H,C,2,F,12.5
387,180,11006,16,7,13,14.0,37.5707995,F,H,R,4,D,5.230769231
510,233,9845,23,13,5,8.0,48.0,M,H,C,1,G,23.0
1031,236,13269,17,12,8,13.0,37.5707995,M,H,C,2,F,12.875
471,265,12159,27,13,12,5.0,36.0,M,U,R,3,E,5.666666667
1103,427,14836,32,13,29,2.0,15.0,other,other,C,1,F,8.58862069
1509,465,23224,12,11,4,3.0,56.0,F,other,S,1,F,9.5
934,378,14959,9,12,2,6.0,48.0,F,H,C,2,F,15.0
2891,707,34048,24,13,8,11.0,64.0,M,U,S,1,G,35.875
1042,152,12361,13,11,5,8.0,37.5707995,F,other,U,3,E,7.8
532,289,12085,30,9,21,5.0,30.0,F,U,T,1,E,4.095238095
1265,206,14057,32,12,19,1.0,11.0,F,H,C,1,E,8.157894737000001
1648,462,13148,26,11,8,14.0,35.0,M,other,C,1,G,14.5
281,127,6939,15,12,9,3.0,37.5707995,M,H,R,3,F,11.44444444
594,311,10650,12,12,6,1.0,27.0,other,other,S,4,E,9.55
495,313,11833,10,14,6,4.0,42.0,M,H,T,4,E,6.0
1125,161,5619,20,13,5,6.0,37.5707995,M,other,C,1,F,20.032
649,307,10837,21,9,8,7.0,45.0,F,H,S,1,F,11.5
1341,488,26430,20,11,10,5.0,19.0,F,U,C,3,E,11.6
2700,198,3903,26,15,24,5.0,23.0,M,other,C,4,E,9.0625
334,219,12026,6,8,1,8.117885715,37.5707995,M,other,R,1,F,20.0
2900,403,23528,11,12,3,6.0,62.0,F,H,S,2,F,12.66666667
338,238,9939,5,10,1,8.117885715,34.0,M,other,R,1,G,25.0
723,315,25484,51,49,86,3.0,16.0,M,U,S,2,E,8.511627907000001
306,139,10414,24,13,8,7.0,18.0,F,U,C,1,F,10.99375
697,270,9652,25,12,10,8.0,52.0,F,H,S,1,G,15.2
926,564,20376,18,12,5,31.0,58.0,F,H,S,1,F,15.0
743,261,11033,22,12,10,7.0,35.0,M,H,T,2,G,17.7
505,289,13678,33,13,28,9.0,10.0,other,other,U,4,E,6.0
3152,416,31162,31,13,12,18.0,51.0,M,H,S,1,F,10.91666667
656,261,11445,21,13,8,30.0,62.0,M,H,T,3,E,6.875
674,341,15748,16,12,7,14.0,22.0,F,H,T,3,E,7.714285714
647,355,14548,32,35,37,5.0,18.0,M,U,R,1,G,25.37837838
573,218,10021,8,11,2,6.0,72.0,M,H,R,1,F,12.5
695,320,12895,22,13,15,4.0,12.0,F,H,C,2,E,6.666666667
450,215,11950,33,13,25,6.0,49.0,M,U,T,2,F,10.12
911,450,17134,7,11,1,8.117885715,56.0,F,H,T,1,G,25.0
637,310,13264,26,12,10,1.0,31.0,M,H,T,2,E,13.3
675,264,18499,14,12,2,17.0,54.0,M,U,C,1,G,65.0
667,251,8828,15,14,4,8.0,35.0,M,H,S,1,F,13.75
1306,365,12649,12,13,2,11.0,41.0,F,H,U,1,G,25.0
895,70,9545,34,12,33,3.0,37.5707995,F,U,C,2,E,7.848484849
496,188,8849,14,13,8,6.0,21.0,M,U,R,4,D,4.875
816,355,17447,25,14,7,11.0,60.0,M,other,U,1,F,16.0
592,333,11611,40,21,18,5.0,19.0,F,H,S,1,F,12.11111111
2099,455,14194,27,14,11,11.0,37.5707995,F,other,S,2,E,6.545454545
320,181,7180,11,9,2,14.0,50.0,F,H,C,1,F,11.0
445,310,11424,15,13,4,10.0,28.0,M,H,S,1,F,11.25
272,206,8314,6,11,1,8.117885715,47.0,M,U,C,1,F,20.0
868,249,16435,9,9,2,5.0,23.0,F,H,C,1,F,13.0
1292,279,15052,14,12,4,4.0,44.0,F,H,U,1,F,11.5
3576,970,32915,15,14,7,5.0,37.5707995,F,H,S,3,G,17.85714286
746,427,28083,25,15,10,15.0,39.0,F,H,T,2,G,13.4
996,371,14756,11,13,3,5.0,37.5707995,other,other,U,2,F,15.0
447,163,7908,11,13,3,10.0,37.5707995,M,U,C,2,F,11.66666667
916,298,14069,15,16,5,15.0,25.0,M,H,S,3,G,19.0
3378,451,23316,21,13,24,1.0,37.5707995,F,other,U,4,E,7.916666667
861,280,11419,25,14,18,2.0,42.0,other,other,S,2,F,15.72222222
2678,445,18278,34,10,43,9.0,36.0,F,H,S,4,D,6.023255814
816,355,17447,10,14,5,1.0,32.0,F,H,U,3,F,10.2
490,268,11078,13,10,5,8.0,60.0,F,H,R,3,E,8.4
884,413,17226,20,12,5,22.0,37.5707995,M,other,T,1,G,17.4
779,365,18059,10,9,2,12.0,16.0,F,H,R,1,G,27.5
476,393,13765,27,14,15,3.0,21.0,M,H,S,1,E,7.8666666670000005
1255,357,18557,8,15,6,6.0,37.5707995,F,other,S,4,D,4.666666667
2264,430,16795,12,11,3,10.0,46.0,F,H,C,1,F,11.66666667
697,245,12642,23,13,8,5.0,27.0,F,other,R,1,F,8.0
424,242,10650,26,16,10,1.0,19.0,M,U,R,2,E,12.1
504,215,10129,30,12,18,6.0,57.0,F,H,R,1,E,7.666666667
2349,506,16851,7,10,2,8.0,20.0,F,H,U,2,F,12.5
655,333,24973,24,10,21,3.0,24.0,F,H,T,1,E,9.476190476000001
943,497,17961,11,10,3,10.0,39.0,M,H,S,1,F,10.33333333
428,199,8853,13,12,6,0.0,32.0,M,H,R,3,E,5.833333333
799,291,11895,24,13,17,4.0,62.0,M,U,S,1,F,6.470588235
1126,568,20356,31,14,16,10.0,57.0,M,H,C,3,F,10.4375
675,82,4566,24,13,10,5.0,51.0,F,U,U,3,F,12.3
568,237,9363,23,16,7,6.0,20.0,F,other,R,1,G,13.85714286
311,188,8602,6,12,2,5.0,37.5707995,M,other,T,2,F,15.0
3088,458,21007,23,10,8,3.0,19.0,M,H,U,1,F,11.125
977,485,17956,21,13,18,15.0,37.5707995,M,H,T,4,E,4.8888888889999995
426,238,5673,6,7,1,8.117885715,36.0,F,H,T,1,F,15.0
553,147,11610,9,12,2,6.0,66.0,F,H,T,2,F,10.0
2133,471,16946,20,29,10,10.0,37.5707995,M,other,T,2,F,11.6
430,285,10580,9,13,3,10.0,37.5707995,F,U,R,2,G,13.33333333
629,392,14462,5,8,1,8.117885715,37.5707995,F,other,T,1,F,20.0
390,252,11841,15,12,4,14.0,46.0,M,H,R,2,F,17.5
1340,348,16363,12,13,3,20.0,53.0,M,H,S,2,F,15.33333333
273,244,10096,17,8,12,3.0,37.5707995,F,other,R,3,F,9.166666667000001
882,280,17292,26,11,34,6.0,10.0,M,other,U,4,D,1.5
1443,453,18654,27,8,35,4.0,20.0,F,H,C,3,D,4.228571429
2236,322,20003,29,12,14,8.0,23.0,F,other,S,2,G,18.14285714
987,247,12040,7,8,1,8.117885715,24.0,F,H,C,1,F,15.0
1544,447,21840,34,26,19,6.0,24.0,F,U,C,1,E,13.36842105
682,355,18893,21,12,6,5.0,28.0,M,H,T,1,F,12.83333333
698,411,17038,27,13,17,11.0,61.0,M,U,T,2,E,8.117647059
848,125,5661,17,17,14,4.0,54.0,M,H,C,1,G,15.28571429
1523,446,23572,13,13,3,3.0,37.5707995,M,other,S,1,G,30.66666667
794,348,16561,30,12,15,9.0,28.0,F,H,S,1,E,12.6
731,380,11255,26,13,10,6.0,37.5707995,F,H,U,1,G,19.6
1122,554,20341,18,14,5,3.0,37.5707995,M,other,S,1,G,13.8
2707,507,16165,28,13,20,5.0,20.0,M,H,U,1,F,7.8
389,224,14068,13,12,5,14.0,37.5707995,F,H,T,2,F,9.4
325,196,22280,28,10,19,3.0,35.0,F,H,S,1,E,3.52631579
2028,920,41252,28,13,8,13.0,37.0,F,H,S,1,G,22.75
619,209,9609,21,9,5,6.0,37.5707995,F,U,T,1,F,18.0
1546,302,16823,29,34,14,12.0,37.5707995,F,U,C,2,G,17.07142857
410,216,11303,26,12,10,13.0,34.0,F,U,R,3,E,7.7
2852,598,21224,5,10,1,8.117885715,30.0,M,H,S,1,F,15.0
573,296,15662,25,12,17,29.0,23.0,M,U,S,2,G,16.23529412
366,230,7423,30,14,11,13.0,37.5707995,F,H,T,2,F,9.0
916,500,16500,15,14,13,3.0,37.5707995,M,other,T,4,D,7.461538462
807,208,14875,31,12,19,9.0,31.0,F,U,C,3,D,4.3684210530000005
1255,357,18557,19,13,5,14.0,37.0,F,H,S,2,F,12.4
3508,1111,50282,25,13,9,13.0,22.0,F,other,S,1,G,15.44444444
774,540,16731,31,12,10,13.0,35.0,M,H,S,1,G,21.5
2574,558,20195,6,10,1,8.117885715,51.0,F,H,U,1,F,15.0
644,306,13865,12,13,3,8.0,21.0,M,H,C,2,F,13.66666667
370,255,9427,29,14,19,3.0,37.5707995,F,other,R,2,G,22.68421053
1113,516,19763,17,13,9,2.0,62.0,M,H,S,3,E,6.555555556
907,404,13184,18,10,5,10.0,34.0,M,H,S,1,F,12.8
894,500,15547,17,7,16,6.0,15.0,F,H,T,3,D,4.875
442,236,10733,27,6,23,6.0,22.0,F,U,R,3,D,4.5869565219999995
804,338,9889,22,12,11,2.0,46.0,M,H,R,2,E,8.272727273
872,563,21320,10,13,2,10.0,25.0,F,H,S,1,G,28.0
603,229,12997,12,9,2,20.0,59.0,M,U,T,1,F,16.25
480,220,11498,24,13,21,5.0,37.5707995,F,other,T,2,F,12.47619048
976,416,17918,16,11,4,8.0,17.0,other,other,S,1,F,11.75
704,285,9185,24,13,5,23.0,53.0,F,H,S,1,G,14.0
1919,387,19843,20,13,4,21.0,30.0,M,H,S,1,G,26.0
664,411,14617,31,11,10,33.0,30.0,F,U,T,1,F,15.3
1327,547,25260,20,13,6,7.0,34.0,F,H,S,2,G,20.0
1326,269,22329,12,10,3,4.0,37.5707995,M,other,T,1,F,10.33333333
919,488,16273,22,15,14,3.0,47.0,F,H,S,3,F,8.571428571
712,380,18181,6,12,1,8.117885715,56.0,M,H,S,1,G,25.0
2114,526,17208,5,11,1,8.117885715,35.0,M,other,U,1,F,18.0
841,169,12886,5,11,1,8.117885715,37.5707995,other,other,U,1,F,20.0
636,401,25822,20,12,10,33.0,14.0,F,U,T,2,F,7.0
836,308,16143,28,15,21,11.0,17.0,M,H,T,4,F,15.33333333
977,436,18349,34,13,13,2.0,37.5707995,F,U,T,1,G,25.69230769
5878,945,68922,19,13,5,4.0,40.0,F,H,T,1,G,17.0
705,317,14779,5,12,1,8.117885715,46.0,F,H,C,1,F,20.0
532,288,11420,29,14,19,5.0,21.0,M,U,T,2,F,8.578947368
2450,598,22424,15,12,5,12.0,29.0,F,H,C,3,E,9.2
988,410,16776,8,13,2,7.0,49.0,F,other,T,2,F,15.0
1350,683,22418,13,14,4,11.0,45.0,M,H,S,2,F,10.0
522,270,11713,25,26,20,18.0,25.0,M,H,T,4,D,4.1
357,205,9192,23,14,13,3.0,24.0,F,H,T,3,E,5.615384615
925,305,16923,11,10,3,4.0,41.0,M,H,S,1,F,12.33333333
709,480,19383,22,13,16,8.0,37.5707995,F,other,U,4,D,5.4375
2292,260,13717,5,9,1,8.117885715,60.0,F,H,U,1,F,15.0
655,254,9627,6,10,1,8.117885715,50.0,F,other,T,1,F,23.0
495,275,11065,16,12,8,2.0,61.0,F,H,R,3,E,8.25
3119,472,16098,7,4,6,5.0,37.5707995,other,other,S,4,D,5.0
333,220,10895,31,10,43,6.0,37.5707995,M,other,R,4,D,2.813953488
2695,601,24634,12,29,5,4.0,10.0,F,H,S,1,G,25.0
581,263,8454,9,13,3,4.0,30.0,F,H,S,3,F,14.0
650,423,15940,11,14,6,2.0,37.5707995,M,H,R,4,G,19.16666667
3168,537,28585,29,13,9,10.0,57.0,M,H,S,1,F,12.44444444
815,440,16334,5,10,1,8.117885715,44.0,M,H,R,1,F,20.0
568,245,12438,17,12,9,10.0,33.0,M,H,C,4,D,5.555555556
2930,473,18751,22,12,8,8.0,56.0,F,H,U,1,G,17.875
561,266,13973,23,20,12,0.0,18.0,M,H,T,2,F,10.25
584,265,14340,10,7,4,7.0,31.0,F,H,C,2,F,16.25
453,211,9949,8,12,3,4.0,64.0,M,U,R,3,G,33.33333333
1098,399,26516,5,10,1,8.117885715,66.0,M,H,C,1,F,18.0
1008,363,14125,3,5,2,4.0,37.5707995,M,other,U,2,F,10.0
969,446,14722,11,12,3,7.0,37.5707995,F,other,S,1,F,9.333333332999999
468,116,6836,12,10,8,7.0,28.0,F,H,R,4,D,7.875
737,257,12854,22,14,7,11.0,37.5707995,other,H,R,2,F,15.0
410,186,9415,11,16,4,8.0,50.0,F,H,R,3,E,11.75
648,216,11828,16,11,4,4.0,55.0,M,U,T,1,G,21.5
610,304,11376,25,13,9,9.0,30.0,F,U,R,1,F,11.33333333
1905,256,15859,16,10,4,23.0,65.0,F,other,U,1,F,11.25
0,0,0,12,9,3,7.0,14.0,M,other,C,1,F,9.0
855,374,17107,14,11,4,4.0,21.0,M,U,C,1,F,11.0
411,276,10617,27,13,12,9.0,37.5707995,F,U,R,2,E,6.916666667
1148,430,16961,6,12,1,8.117885715,40.0,M,other,T,1,F,20.0
977,489,21773,25,14,21,6.0,20.0,F,H,T,1,E,9.095238095
583,285,16381,33,21,22,7.0,37.5707995,F,U,T,1,F,26.68181818
2380,428,18998,28,12,19,16.0,37.5707995,F,other,U,1,E,5.210526316
617,438,15660,28,12,18,4.0,42.0,F,H,R,1,E,12.55555556
1430,543,26716,6,11,1,8.117885715,32.0,F,H,T,1,F,20.0
839,305,14128,32,13,28,7.0,31.0,F,H,T,1,F,8.357142857000001
929,465,20676,16,12,5,11.0,37.5707995,F,H,S,2,F,10.8
803,435,17523,14,12,4,4.0,39.0,F,H,S,2,G,24.25
503,249,11296,36,13,24,4.0,12.0,F,H,C,3,F,8.333333332999999
578,292,12193,35,18,25,7.0,21.0,M,U,T,2,F,10.76
1744,784,30888,22,12,10,12.0,37.5707995,F,other,S,2,E,7.6
434,251,8576,9,10,2,14.0,52.0,M,H,R,1,F,15.0
575,285,11813,9,12,2,5.0,55.0,F,H,T,2,F,13.0
1051,365,20524,5,8,1,8.117885715,37.5707995,F,U,C,1,F,20.0
601,343,14360,26,11,10,8.0,18.0,M,H,S,1,F,15.2
897,396,15548,9,9,2,8.0,66.0,F,U,T,1,F,14.0
1511,602,25143,24,23,25,4.0,49.0,M,H,S,1,F,7.16
717,295,12979,10,13,4,5.0,62.0,F,H,T,3,E,8.25
699,371,13499,14,12,6,4.0,56.0,F,U,T,3,E,9.0
529,167,8003,7,12,2,5.0,52.0,F,U,T,2,F,13.0
677,263,14617,8,14,2,3.0,37.5707995,M,H,U,2,F,15.0
764,349,13897,6,14,2,4.0,37.5707995,F,other,R,2,F,13.0
766,262,13629,32,13,22,0.0,25.0,F,H,C,3,E,7.454545455
1136,210,19732,20,13,6,25.0,32.0,M,H,C,1,G,16.16666667
992,263,11382,25,9,15,3.0,37.5707995,M,H,T,1,F,8.933333333
418,237,11414,20,13,11,7.0,62.0,M,U,R,4,G,12.63636364
381,111,8147,19,12,6,5.0,37.5707995,M,H,C,1,F,11.66666667
967,434,17052,11,16,5,8.0,24.0,M,other,C,1,F,11.0
1120,452,19515,20,12,13,3.0,37.5707995,F,U,C,4,D,4.307692308
2483,375,20661,11,10,2,20.0,24.0,F,H,U,1,F,20.0
406,260,13017,18,18,3,0.0,23.0,M,H,C,1,G,22.33333333
509,213,11503,18,14,7,11.0,36.0,M,H,T,2,F,8.0
810,141,6918,18,13,11,11.0,37.5707995,F,other,C,4,G,16.18181818
943,307,12731,29,13,27,5.0,15.0,other,U,T,1,E,9.666666667000001
546,280,12798,31,12,27,8.0,42.0,M,H,R,3,D,5.0
3531,359,24546,19,13,13,3.0,41.0,F,H,S,4,E,8.692307692
425,346,12523,9,10,2,11.0,42.0,M,U,R,1,F,14.0
2493,465,18667,19,29,7,1.0,17.0,M,H,S,1,G,18.0
472,206,9396,17,17,10,1.0,37.5707995,M,U,T,1,G,29.2
1691,423,24612,31,13,15,19.0,30.0,other,other,C,1,F,6.533333333
2134,622,28506,12,15,4,16.0,37.5707995,F,U,T,2,F,13.0
462,238,13247,6,11,1,8.117885715,37.5707995,other,other,T,1,G,30.0
438,220,6672,20,9,26,3.0,10.0,F,other,C,4,E,5.769230769
467,200,8921,13,16,6,2.0,37.5707995,M,other,R,4,F,13.5
714,333,15389,27,12,15,10.0,26.0,F,H,S,2,E,5.133333333
394,168,9241,7,14,2,4.0,56.0,F,H,R,2,F,12.5
421,166,8383,29,13,17,9.0,49.0,F,H,T,1,G,26.47058824
1304,222,15828,11,9,2,27.0,37.5707995,M,other,C,1,F,15.0
409,234,10694,29,13,17,10.0,26.0,F,H,T,3,D,4.117647058999999
664,179,6502,15,9,4,2.0,49.0,F,H,U,1,F,9.25
640,236,12154,33,14,24,10.0,17.0,F,other,U,3,F,9.166666667000001
284,178,9182,20,9,4,6.0,52.0,M,U,R,1,F,15.5
1488,406,10419,33,13,25,5.0,64.0,M,H,S,3,D,4.68
395,200,8702,11,26,3,8.0,37.5707995,M,other,R,1,F,20.33333333
4065,299,20975,22,13,13,2.0,48.0,M,U,U,3,G,22.92307692
1550,498,26668,25,13,15,9.0,37.0,F,H,S,1,G,19.06666667
1685,709,31553,5,11,1,8.117885715,57.0,F,H,C,1,F,15.0
578,246,14121,28,15,11,11.0,18.0,F,other,C,2,E,9.318181818
4185,309,16170,12,11,3,12.0,37.5707995,other,other,U,1,F,11.66666667
1446,281,12996,27,29,27,14.0,28.0,F,other,U,3,D,4.62962963
1233,340,15393,10,13,3,5.0,66.0,F,H,S,2,G,21.66666667
631,340,12828,11,9,2,15.0,44.0,F,H,R,1,F,12.5
579,237,12352,24,11,25,7.0,54.0,F,H,R,1,E,6.68
555,192,11799,26,12,26,7.0,14.0,M,H,C,2,E,6.230769231
856,409,13359,18,13,14,5.0,37.5707995,F,other,R,2,E,7.5
717,377,11751,6,7,1,8.117885715,44.0,F,H,T,1,F,20.0
0,0,0,18,12,4,21.0,37.5707995,M,other,S,1,F,16.75
529,285,8775,27,12,25,10.0,28.0,F,H,S,4,D,6.72
244,133,8445,30,11,20,12.0,37.5707995,F,H,C,3,D,4.25
618,329,13681,9,12,3,3.0,50.0,F,H,C,3,E,10.0
390,159,9363,15,13,8,6.0,44.0,F,H,R,3,E,5.875
551,257,11301,16,11,4,11.0,50.0,F,H,R,1,F,12.0
611,291,10034,14,9,3,20.0,40.0,M,H,C,1,F,16.66666667
1151,338,11655,16,13,5,1.0,36.0,F,H,S,2,F,15.4
664,273,11825,15,13,8,11.0,20.0,F,U,C,2,F,4.75
605,330,12028,32,13,26,0.0,37.5707995,F,U,R,2,F,7.153846154
313,163,7923,5,11,1,8.117885715,64.0,M,H,C,1,G,30.0
728,352,12025,8,11,1,8.117885715,37.5707995,F,other,C,1,G,30.0
581,286,12268,9,12,4,6.0,20.0,F,H,T,3,E,7.5
2320,501,17979,33,13,18,12.0,35.0,F,H,U,2,G,19.22222222
2711,368,19374,27,13,11,16.0,58.0,M,H,S,1,F,10.09090909
1206,416,17184,27,13,15,15.0,55.0,F,H,C,2,G,13.8
399,179,9416,27,15,18,1.0,48.0,F,H,R,4,F,7.777777778
448,206,10967,29,12,17,11.0,47.0,F,H,T,2,G,16.52941177
1432,493,23312,10,13,5,5.0,39.0,M,H,S,4,F,6.4
599,311,13400,15,13,7,4.0,30.0,F,U,R,2,F,11.28571429
860,355,22754,7,12,2,7.0,48.0,F,H,C,1,G,14.0
938,206,8758,9,14,4,3.0,37.5707995,M,other,U,4,E,8.5
848,372,14184,28,9,13,8.0,16.0,F,H,S,3,F,8.384615385
1395,190,7178,9,10,2,15.0,38.0,F,H,U,1,F,15.0
1206,542,27358,11,11,3,6.0,50.0,F,H,S,1,F,11.66666667
707,283,14339,18,9,4,15.0,37.5707995,F,other,T,1,F,11.75
825,359,14345,33,29,35,4.0,37.5707995,M,H,T,3,F,18.02857143
2729,621,17443,23,14,8,18.0,44.0,M,H,S,2,F,7.75
802,353,12486,15,12,11,8.0,29.0,F,H,R,3,D,6.3636363639999995
518,292,12560,17,9,14,1.0,37.5707995,M,H,T,1,E,5.5
586,321,12957,16,13,7,5.0,53.0,M,other,R,2,F,11.57142857
859,443,16878,11,12,3,5.0,60.0,M,H,R,2,F,15.66666667
1967,599,17856,10,13,2,7.0,24.0,M,H,S,2,F,15.0
569,320,12673,32,14,13,15.0,38.0,F,H,S,2,G,23.92307692
1838,423,10168,20,12,4,32.0,30.0,F,H,S,1,F,13.0
2264,453,17928,24,13,8,6.0,20.0,M,H,U,1,F,12.25
891,392,16270,18,11,4,11.0,31.0,M,H,U,1,F,13.0
1202,447,17407,19,11,6,9.0,64.0,M,U,U,1,F,17.16666667
687,381,12390,24,13,15,12.0,53.0,F,H,S,3,E,6.466666667
581,334,14006,20,8,8,7.0,37.5707995,F,U,S,3,E,10.5
3275,508,23034,30,13,12,23.0,28.0,M,H,U,2,E,18.75
744,233,8796,33,14,21,19.0,37.5707995,F,H,R,1,E,7.380952381
1753,456,16529,21,13,7,1.0,23.0,M,H,S,1,F,8.857142857000001
3068,672,56351,26,12,18,3.0,36.0,M,H,S,2,E,10.16666667
506,186,13614,26,13,12,12.0,16.0,M,H,T,2,F,16.5
2165,338,15886,5,12,1,8.117885715,10.0,F,H,T,1,F,20.0
511,299,15155,12,9,3,5.0,24.0,M,H,S,1,F,11.66666667
3078,352,40562,15,12,4,15.0,50.0,F,H,U,2,F,11.0
576,206,9851,25,13,7,8.0,37.5707995,F,U,C,1,F,14.28571429
763,402,14982,7,13,2,5.0,37.5707995,M,other,S,2,G,17.5
555,249,10949,23,12,13,9.0,39.0,M,H,T,2,E,9.307692308
591,281,12704,27,14,19,7.0,48.0,F,H,T,3,D,3.263157895
3357,491,25819,20,13,7,3.0,37.5707995,M,H,U,1,F,9.142857142999999
582,213,9760,24,14,12,37.0,12.0,F,H,C,2,E,6.833333333
745,267,12112,8,9,2,36.0,30.0,M,U,S,1,F,12.5
1260,298,19565,17,12,11,5.0,74.0,M,H,S,4,D,5.454545455
370,272,11968,9,10,2,11.0,52.0,F,H,R,1,F,12.5
1678,393,19106,17,13,4,18.0,47.0,M,H,T,1,G,19.25
219,221,8565,14,14,8,7.0,40.0,M,H,R,4,F,9.875
1026,367,15165,21,11,7,13.0,37.5707995,M,other,U,1,F,10.57142857
733,460,14019,14,12,4,7.0,62.0,F,U,T,1,F,9.5
766,358,15861,33,9,47,2.0,37.5707995,F,other,R,3,D,5.574468085
508,151,9942,44,27,38,11.0,10.0,M,other,R,3,D,5.842105263
299,248,11044,12,14,4,12.0,56.0,F,H,R,3,G,13.75
707,389,14719,18,30,6,11.0,54.0,F,U,R,1,F,17.66666667
487,268,11768,12,12,2,10.0,37.5707995,M,other,S,1,G,30.0
870,232,14390,28,13,14,3.0,37.5707995,M,H,C,3,E,6.5
5755,529,31195,6,11,1,8.117885715,36.0,M,H,S,1,G,25.0
691,425,12890,33,17,19,4.0,41.0,M,other,S,2,G,9.210526316000001
553,261,12268,11,14,4,8.0,54.0,other,other,U,3,G,23.75
4990,815,60832,20,13,9,11.0,37.5707995,M,other,T,3,E,8.0
1064,257,14766,31,12,16,5.0,37.5707995,M,H,U,1,E,5.375
692,326,15663,17,12,12,1.0,42.0,F,H,R,4,D,5.083333333
579,218,12692,10,13,4,6.0,26.0,F,U,T,3,E,8.75
1017,624,23341,25,12,8,21.0,37.5707995,other,H,S,1,F,19.125
406,255,9408,15,13,4,12.0,54.0,M,U,R,1,F,16.5
996,370,8234,22,11,10,2.0,48.0,F,H,C,1,F,11.0
509,257,12492,18,13,6,2.0,21.0,M,U,S,1,F,10.83333333
969,446,14722,9,9,2,15.0,42.0,M,H,T,1,F,15.0
392,217,7177,27,11,14,3.0,47.0,M,H,T,1,F,8.857142857000001
666,371,14968,17,11,8,11.0,18.0,other,H,C,1,F,8.375
426,245,10781,13,13,5,19.0,37.5707995,M,U,R,3,F,9.4
614,323,11094,6,11,1,8.117885715,21.0,F,H,C,1,F,20.0
1751,527,25478,23,19,13,11.0,25.0,F,H,C,2,E,7.384615385
408,262,12264,22,12,12,4.0,46.0,M,H,R,2,E,9.416666667000001
1325,572,25455,5,10,1,8.117885715,62.0,F,H,S,1,F,15.0
678,390,9324,7,11,1,8.117885715,53.0,F,H,S,1,G,25.0
436,185,8888,34,12,33,4.0,24.0,F,H,R,4,D,3.3636363639999995
1263,347,14015,16,12,4,7.0,43.0,M,other,C,1,F,11.75
603,199,12768,9,10,2,9.0,37.5707995,M,other,U,1,F,16.0
376,242,10513,30,26,38,13.0,16.0,M,U,R,1,E,6.210526316
1633,525,14739,38,26,29,2.0,55.0,F,H,C,3,E,8.689655172
4785,880,46204,13,12,3,11.0,37.5707995,F,other,U,1,F,15.0
402,66,4773,5,10,1,8.117885715,27.0,F,H,R,1,F,20.0
479,273,13158,21,11,5,47.0,37.5707995,F,other,R,1,F,9.0
2137,556,17524,26,13,8,18.0,42.0,M,other,C,1,G,20.0
459,133,13898,19,13,9,11.0,37.5707995,F,other,T,4,E,7.1111111110000005
350,217,11693,14,13,3,11.0,37.5707995,M,H,T,1,G,17.0
629,434,14381,33,14,33,5.0,29.0,F,other,C,4,F,6.818181817999999
217,140,8163,32,18,16,9.0,46.0,other,other,R,3,G,20.0625
364,286,10407,27,11,22,7.0,42.0,F,H,R,3,D,4.704545455
881,385,16285,29,12,20,15.0,18.0,M,U,C,3,D,3.6
875,501,27794,21,14,15,2.0,58.0,F,H,T,1,F,16.0
298,172,8423,13,12,5,5.0,37.5707995,F,other,S,3,E,7.4
503,218,12767,33,18,17,16.0,35.0,other,U,T,1,E,7.352941177000001
892,375,17217,31,12,13,8.0,27.0,M,U,T,2,G,17.38461539
1380,533,16359,14,12,4,1.0,37.5707995,F,H,T,1,F,7.75
668,310,11354,13,12,3,13.0,34.0,M,H,T,1,F,11.66666667
438,212,12364,27,12,23,6.0,26.0,M,U,C,4,D,3.956521739
636,281,12660,6,12,2,5.0,14.0,F,H,S,2,G,17.5
1355,303,13549,20,13,6,14.0,20.0,M,H,T,1,F,15.16666667
834,410,14875,25,13,8,2.0,40.0,other,H,T,1,G,24.375
459,258,11685,24,15,16,9.0,28.0,M,H,C,2,F,17.1875
952,500,19854,17,14,5,4.0,30.0,F,other,C,1,F,13.0
1052,566,22258,31,12,18,3.0,30.0,F,H,T,3,D,8.444444444
986,374,17694,27,13,24,4.0,29.0,F,H,R,2,F,15.45833333
760,381,22883,6,12,1,8.117885715,36.0,F,other,T,1,F,20.0
441,161,7651,33,13,18,0.0,37.5707995,M,H,T,1,F,11.5
706,160,14495,21,26,15,11.0,55.0,F,H,C,1,E,11.2
1389,481,18201,18,12,6,8.0,46.0,F,H,T,1,F,11.66666667
1671,494,26036,27,12,9,12.0,37.5707995,F,H,T,1,F,11.77777778
497,250,10208,8,16,2,8.0,19.0,F,U,R,1,F,12.5
960,351,16892,28,12,19,8.0,14.0,F,H,U,1,E,6.263157895
1017,440,21228,14,9,3,26.0,64.0,F,H,S,1,F,20.0
1810,493,13525,9,10,2,8.0,35.0,M,H,S,1,F,12.5
1651,534,19393,26,14,14,4.0,20.0,M,H,S,4,E,9.214285713999999
1120,359,11094,9,11,2,9.0,37.5707995,F,other,C,1,F,20.0
492,271,11831,30,16,20,4.0,26.0,F,H,R,2,F,8.8
398,290,15439,25,12,18,5.0,36.0,F,H,C,3,D,5.0
620,264,12140,29,10,16,3.0,37.0,F,U,S,1,E,7.5625
574,391,15144,4,8,1,8.117885715,53.0,F,H,U,1,F,15.0
920,318,13362,5,11,1,8.117885715,53.0,F,H,S,1,F,15.0
1844,361,42879,20,14,22,0.0,58.0,F,U,U,4,G,12.18181818
